Year,CurrentMean,FutureMean,CurrentMedian,CurrentP10,CurrentP90,YoYNomWithW,YoYRealWithW,YoYInvNom,YoYInvReal
1,2959357,3048138,2966997,2666915,3309650,-4.75%,-7.52%,4.11%,1.08%
2,3037314,3222286,3035182,2633822,3470110,5.72%,2.64%,5.89%,2.81%
3,3183325,3454864,3161287,2666612,3696152,7.31%,4.90%,7.28%,4.86%
4,3277583,3638978,3242468,2697689,3895197,5.34%,2.97%,5.04%,2.68%
5,3369747,3827354,3279401,2666130,4125557,5.09%,2.73%,5.06%,2.70%
6,3487818,4052573,3400221,2654536,4306435,5.75%,3.38%,5.72%,3.35%
7,3618605,4301241,3477708,2870792,4571721,6.18%,3.79%,6.14%,3.75%
8,3819771,4644784,3765099,2860185,4772102,8.08%,5.65%,7.96%,5.54%
9,3955296,4920201,3902976,2864578,5004207,5.99%,3.61%,5.94%,3.56%
10,4172478,5309744,4052591,2999622,5574043,7.57%,5.15%,7.44%,5.02%
11,4353888,5673575,4198859,3198761,6046533,6.92%,4.41%,6.79%,4.29%
12,4479303,5977091,4308546,2977598,6160077,5.43%,2.96%,5.36%,2.89%
13,4662415,6370747,4605201,3091529,6181556,6.97%,4.47%,6.78%,4.28%
14,4866590,6809325,4806754,3357489,6559705,6.88%,4.38%,6.68%,4.18%
15,5026781,7202269,4864940,3319390,6830273,5.50%,3.03%,5.39%,2.92%
16,5212885,7648167,4999461,3362293,7436390,5.65%,3.17%,5.53%,3.05%
17,5405047,8120424,5081662,3339281,7411303,6.05%,3.56%,5.91%,3.42%
18,5610590,8631528,5461746,3422679,8228094,6.34%,3.85%,6.15%,3.66%
19,5763417,9079443,5454909,3521483,8235196,4.93%,2.47%,4.88%,2.42%
20,5945254,9590683,5479279,3580127,8643908,5.23%,2.76%,5.18%,2.71%
21,6213233,10243483,5767060,3477318,8989058,6.76%,4.46%,6.60%,4.31%
22,6386684,10761092,6005521,3561063,9803146,4.73%,2.47%,4.73%,2.48%
