Year,BROKERAGE-1 $Future(mean),BROKERAGE-1 $Future(median),BROKERAGE-1 $Future(p10),BROKERAGE-1 $Future(p90),BROKERAGE-1 NominalYoY(mean),BROKERAGE-1 RealYoY(mean),BROKERAGE-1__agg_nom $Future(mean),BROKERAGE-1__agg_nom $Future(median),BROKERAGE-1__agg_nom $Future(p10),BROKERAGE-1__agg_nom $Future(p90),BROKERAGE-1__agg_nom NominalYoY(mean),BROKERAGE-1__agg_nom RealYoY(mean),BROKERAGE-1__agg_nom_med $Future(mean),BROKERAGE-1__agg_nom_med $Future(median),BROKERAGE-1__agg_nom_med $Future(p10),BROKERAGE-1__agg_nom_med $Future(p90),BROKERAGE-1__agg_nom_med NominalYoY(mean),BROKERAGE-1__agg_nom_med RealYoY(mean),BROKERAGE-1__agg_real $Future(mean),BROKERAGE-1__agg_real $Future(median),BROKERAGE-1__agg_real $Future(p10),BROKERAGE-1__agg_real $Future(p90),BROKERAGE-1__agg_real NominalYoY(mean),BROKERAGE-1__agg_real RealYoY(mean),BROKERAGE-1__inv_med $Future(mean),BROKERAGE-1__inv_med $Future(median),BROKERAGE-1__inv_med $Future(p10),BROKERAGE-1__inv_med $Future(p90),BROKERAGE-1__inv_med NominalYoY(mean),BROKERAGE-1__inv_med RealYoY(mean),BROKERAGE-2 $Future(mean),BROKERAGE-2 $Future(median),BROKERAGE-2 $Future(p10),BROKERAGE-2 $Future(p90),BROKERAGE-2 NominalYoY(mean),BROKERAGE-2 RealYoY(mean),BROKERAGE-2__agg_nom $Future(mean),BROKERAGE-2__agg_nom $Future(median),BROKERAGE-2__agg_nom $Future(p10),BROKERAGE-2__agg_nom $Future(p90),BROKERAGE-2__agg_nom NominalYoY(mean),BROKERAGE-2__agg_nom RealYoY(mean),BROKERAGE-2__agg_nom_med $Future(mean),BROKERAGE-2__agg_nom_med $Future(median),BROKERAGE-2__agg_nom_med $Future(p10),BROKERAGE-2__agg_nom_med $Future(p90),BROKERAGE-2__agg_nom_med NominalYoY(mean),BROKERAGE-2__agg_nom_med RealYoY(mean),BROKERAGE-2__agg_real $Future(mean),BROKERAGE-2__agg_real $Future(median),BROKERAGE-2__agg_real $Future(p10),BROKERAGE-2__agg_real $Future(p90),BROKERAGE-2__agg_real NominalYoY(mean),BROKERAGE-2__agg_real RealYoY(mean),BROKERAGE-2__inv_med $Future(mean),BROKERAGE-2__inv_med $Future(median),BROKERAGE-2__inv_med $Future(p10),BROKERAGE-2__inv_med $Future(p90),BROKERAGE-2__inv_med NominalYoY(mean),BROKERAGE-2__inv_med RealYoY(mean),ROTH_IRA-1 $Future(mean),ROTH_IRA-1 $Future(median),ROTH_IRA-1 $Future(p10),ROTH_IRA-1 $Future(p90),ROTH_IRA-1 NominalYoY(mean),ROTH_IRA-1 RealYoY(mean),ROTH_IRA-1__agg_nom $Future(mean),ROTH_IRA-1__agg_nom $Future(median),ROTH_IRA-1__agg_nom $Future(p10),ROTH_IRA-1__agg_nom $Future(p90),ROTH_IRA-1__agg_nom NominalYoY(mean),ROTH_IRA-1__agg_nom RealYoY(mean),ROTH_IRA-1__agg_nom_med $Future(mean),ROTH_IRA-1__agg_nom_med $Future(median),ROTH_IRA-1__agg_nom_med $Future(p10),ROTH_IRA-1__agg_nom_med $Future(p90),ROTH_IRA-1__agg_nom_med NominalYoY(mean),ROTH_IRA-1__agg_nom_med RealYoY(mean),ROTH_IRA-1__agg_real $Future(mean),ROTH_IRA-1__agg_real $Future(median),ROTH_IRA-1__agg_real $Future(p10),ROTH_IRA-1__agg_real $Future(p90),ROTH_IRA-1__agg_real NominalYoY(mean),ROTH_IRA-1__agg_real RealYoY(mean),ROTH_IRA-1__inv_med $Future(mean),ROTH_IRA-1__inv_med $Future(median),ROTH_IRA-1__inv_med $Future(p10),ROTH_IRA-1__inv_med $Future(p90),ROTH_IRA-1__inv_med NominalYoY(mean),ROTH_IRA-1__inv_med RealYoY(mean),ROTH_IRA-2 $Future(mean),ROTH_IRA-2 $Future(median),ROTH_IRA-2 $Future(p10),ROTH_IRA-2 $Future(p90),ROTH_IRA-2 NominalYoY(mean),ROTH_IRA-2 RealYoY(mean),ROTH_IRA-2__agg_nom $Future(mean),ROTH_IRA-2__agg_nom $Future(median),ROTH_IRA-2__agg_nom $Future(p10),ROTH_IRA-2__agg_nom $Future(p90),ROTH_IRA-2__agg_nom NominalYoY(mean),ROTH_IRA-2__agg_nom RealYoY(mean),ROTH_IRA-2__agg_nom_med $Future(mean),ROTH_IRA-2__agg_nom_med $Future(median),ROTH_IRA-2__agg_nom_med $Future(p10),ROTH_IRA-2__agg_nom_med $Future(p90),ROTH_IRA-2__agg_nom_med NominalYoY(mean),ROTH_IRA-2__agg_nom_med RealYoY(mean),ROTH_IRA-2__agg_real $Future(mean),ROTH_IRA-2__agg_real $Future(median),ROTH_IRA-2__agg_real $Future(p10),ROTH_IRA-2__agg_real $Future(p90),ROTH_IRA-2__agg_real NominalYoY(mean),ROTH_IRA-2__agg_real RealYoY(mean),ROTH_IRA-2__inv_med $Future(mean),ROTH_IRA-2__inv_med $Future(median),ROTH_IRA-2__inv_med $Future(p10),ROTH_IRA-2__inv_med $Future(p90),ROTH_IRA-2__inv_med NominalYoY(mean),ROTH_IRA-2__inv_med RealYoY(mean),TRAD_IRA-1 $Future(mean),TRAD_IRA-1 $Future(median),TRAD_IRA-1 $Future(p10),TRAD_IRA-1 $Future(p90),TRAD_IRA-1 NominalYoY(mean),TRAD_IRA-1 RealYoY(mean),TRAD_IRA-1__agg_nom $Future(mean),TRAD_IRA-1__agg_nom $Future(median),TRAD_IRA-1__agg_nom $Future(p10),TRAD_IRA-1__agg_nom $Future(p90),TRAD_IRA-1__agg_nom NominalYoY(mean),TRAD_IRA-1__agg_nom RealYoY(mean),TRAD_IRA-1__agg_nom_med $Future(mean),TRAD_IRA-1__agg_nom_med $Future(median),TRAD_IRA-1__agg_nom_med $Future(p10),TRAD_IRA-1__agg_nom_med $Future(p90),TRAD_IRA-1__agg_nom_med NominalYoY(mean),TRAD_IRA-1__agg_nom_med RealYoY(mean),TRAD_IRA-1__agg_real $Future(mean),TRAD_IRA-1__agg_real $Future(median),TRAD_IRA-1__agg_real $Future(p10),TRAD_IRA-1__agg_real $Future(p90),TRAD_IRA-1__agg_real NominalYoY(mean),TRAD_IRA-1__agg_real RealYoY(mean),TRAD_IRA-1__inv_med $Future(mean),TRAD_IRA-1__inv_med $Future(median),TRAD_IRA-1__inv_med $Future(p10),TRAD_IRA-1__inv_med $Future(p90),TRAD_IRA-1__inv_med NominalYoY(mean),TRAD_IRA-1__inv_med RealYoY(mean),TRAD_IRA-2 $Future(mean),TRAD_IRA-2 $Future(median),TRAD_IRA-2 $Future(p10),TRAD_IRA-2 $Future(p90),TRAD_IRA-2 NominalYoY(mean),TRAD_IRA-2 RealYoY(mean),TRAD_IRA-2__agg_nom $Future(mean),TRAD_IRA-2__agg_nom $Future(median),TRAD_IRA-2__agg_nom $Future(p10),TRAD_IRA-2__agg_nom $Future(p90),TRAD_IRA-2__agg_nom NominalYoY(mean),TRAD_IRA-2__agg_nom RealYoY(mean),TRAD_IRA-2__agg_nom_med $Future(mean),TRAD_IRA-2__agg_nom_med $Future(median),TRAD_IRA-2__agg_nom_med $Future(p10),TRAD_IRA-2__agg_nom_med $Future(p90),TRAD_IRA-2__agg_nom_med NominalYoY(mean),TRAD_IRA-2__agg_nom_med RealYoY(mean),TRAD_IRA-2__agg_real $Future(mean),TRAD_IRA-2__agg_real $Future(median),TRAD_IRA-2__agg_real $Future(p10),TRAD_IRA-2__agg_real $Future(p90),TRAD_IRA-2__agg_real NominalYoY(mean),TRAD_IRA-2__agg_real RealYoY(mean),TRAD_IRA-2__inv_med $Future(mean),TRAD_IRA-2__inv_med $Future(median),TRAD_IRA-2__inv_med $Future(p10),TRAD_IRA-2__inv_med $Future(p90),TRAD_IRA-2__inv_med NominalYoY(mean),TRAD_IRA-2__inv_med RealYoY(mean)
1,519370,518335,498338,538847,5.71%,2.63%,,,,,3.87%,,,,,,3.67%,,,,,,0.85%,,,,,,5.50%,,263011,262494,252495,272749,5.71%,2.63%,,,,,5.20%,,,,,,5.00%,,,,,,2.14%,,,,,,5.50%,,304132,304222,292080,317901,7.47%,4.34%,,,,,21.65%,,,,,,21.69%,,,,,,18.11%,,,,,,7.51%,,145983,146026,140198,152592,7.47%,4.34%,,,,,21.65%,,,,,,21.69%,,,,,,18.11%,,,,,,7.51%,,3500816,3490520,3338667,3645393,6.41%,3.31%,,,,,0.02%,,,,,,-0.27%,,,,,,-2.89%,,,,,,6.12%,,1369166,1365341,1308939,1422866,6.41%,3.31%,,,,,5.32%,,,,,,5.03%,,,,,,2.25%,,,,,,6.12%,
2,545787,542597,515148,588190,6.42%,3.32%,,,,,5.08%,,,,,,4.40%,,,,,,2.02%,,,,,,5.71%,,279884,278293,264507,301234,6.42%,3.32%,,,,,6.41%,,,,,,5.70%,,,,,,3.31%,,,,,,5.71%,,365871,364980,345899,386053,8.28%,5.13%,,,,,20.30%,,,,,,20.67%,,,,,,16.80%,,,,,,8.36%,,175618,175190,166031,185305,8.28%,5.13%,,,,,20.30%,,,,,,20.67%,,,,,,16.80%,,,,,,8.36%,,3724879,3696745,3519317,4016221,7.30%,4.17%,,,,,6.40%,,,,,,5.87%,,,,,,3.30%,,,,,,6.81%,,1454455,1444005,1378103,1562668,7.30%,4.17%,,,,,6.23%,,,,,,5.73%,,,,,,3.13%,,,,,,6.81%,
3,575698,572281,535765,623554,6.78%,4.38%,,,,,5.48%,,,,,,5.56%,,,,,,3.11%,,,,,,6.84%,,298864,297348,278576,322960,6.78%,4.38%,,,,,6.79%,,,,,,6.83%,,,,,,4.39%,,,,,,6.84%,,436271,435036,414545,464474,9.05%,6.59%,,,,,19.28%,,,,,,19.23%,,,,,,16.59%,,,,,,8.83%,,209410,208817,198981,222947,9.05%,6.59%,,,,,19.28%,,,,,,19.23%,,,,,,16.59%,,,,,,8.83%,,3977961,3959633,3687345,4341622,7.61%,5.19%,,,,,6.80%,,,,,,6.84%,,,,,,4.40%,,,,,,7.64%,,1550088,1543281,1442145,1685162,7.61%,5.19%,,,,,6.58%,,,,,,6.62%,,,,,,4.18%,,,,,,7.64%,
4,602259,595775,556456,654465,5.88%,3.50%,,,,,4.61%,,,,,,4.82%,,,,,,2.26%,,,,,,6.06%,,316444,313230,293072,342747,5.88%,3.50%,,,,,5.89%,,,,,,6.07%,,,,,,3.51%,,,,,,6.06%,,510105,509259,480811,539893,8.19%,5.76%,,,,,16.97%,,,,,,16.60%,,,,,,14.34%,,,,,,7.84%,,244850,244444,230789,259148,8.19%,5.76%,,,,,16.97%,,,,,,16.60%,,,,,,14.34%,,,,,,7.84%,,4215736,4185071,3910215,4568700,6.80%,4.40%,,,,,5.98%,,,,,,6.18%,,,,,,3.60%,,,,,,6.96%,,1640073,1628684,1526594,1771174,6.80%,4.40%,,,,,5.81%,,,,,,6.00%,,,,,,3.43%,,,,,,6.96%,
5,630474,627552,568966,698846,5.89%,3.51%,,,,,4.64%,,,,,,4.59%,,,,,,2.29%,,,,,,5.82%,,335212,333751,303590,370412,5.89%,3.51%,,,,,5.89%,,,,,,5.82%,,,,,,3.51%,,,,,,5.82%,,590091,587581,551830,625105,8.00%,5.57%,,,,,15.68%,,,,,,15.54%,,,,,,13.08%,,,,,,7.74%,,283244,282039,264878,300050,8.00%,5.57%,,,,,15.68%,,,,,,15.54%,,,,,,13.08%,,,,,,7.74%,,4465556,4446117,4028189,4985724,6.67%,4.28%,,,,,5.87%,,,,,,5.70%,,,,,,3.49%,,,,,,6.54%,,1734571,1727351,1572120,1927776,6.67%,4.28%,,,,,5.71%,,,,,,5.54%,,,,,,3.34%,,,,,,6.54%,
6,662686,653140,593122,754830,6.29%,3.90%,,,,,5.07%,,,,,,4.57%,,,,,,2.70%,,,,,,5.91%,,356441,351533,320247,403887,6.29%,3.90%,,,,,6.30%,,,,,,5.92%,,,,,,3.91%,,,,,,5.91%,,677873,667513,630683,742080,8.07%,5.64%,,,,,14.87%,,,,,,14.33%,,,,,,12.28%,,,,,,7.48%,,325379,320406,302728,356198,8.07%,5.64%,,,,,14.87%,,,,,,14.33%,,,,,,12.28%,,,,,,7.48%,,4749257,4712073,4268808,5355581,7.08%,4.67%,,,,,6.33%,,,,,,5.87%,,,,,,3.94%,,,,,,6.66%,,1841692,1827881,1663240,2066898,7.08%,4.67%,,,,,6.15%,,,,,,5.71%,,,,,,3.76%,,,,,,6.66%,
7,699855,684187,619543,810660,6.79%,4.39%,,,,,5.60%,,,,,,5.71%,,,,,,3.22%,,,,,,6.88%,,380704,372894,338737,436916,6.79%,4.39%,,,,,6.80%,,,,,,6.90%,,,,,,4.40%,,,,,,6.88%,,775306,763421,717195,855932,8.36%,5.93%,,,,,14.43%,,,,,,14.57%,,,,,,11.85%,,,,,,8.34%,,372146,366442,344253,410847,8.36%,5.93%,,,,,14.43%,,,,,,14.57%,,,,,,11.85%,,,,,,8.34%,,5078779,4987496,4540369,5856184,7.63%,5.21%,,,,,6.93%,,,,,,6.97%,,,,,,4.53%,,,,,,7.65%,,1965873,1931968,1765892,2254623,7.63%,5.21%,,,,,6.74%,,,,,,6.78%,,,,,,4.34%,,,,,,7.65%,
8,740183,728193,649636,846107,6.95%,4.55%,,,,,5.79%,,,,,,5.83%,,,,,,3.41%,,,,,,7.07%,,407089,401354,360552,461742,6.95%,4.55%,,,,,6.97%,,,,,,7.09%,,,,,,4.57%,,,,,,7.07%,,883803,873342,815119,966590,8.62%,6.17%,,,,,14.04%,,,,,,13.70%,,,,,,11.48%,,,,,,8.18%,,424225,419204,391257,463963,8.62%,6.17%,,,,,14.04%,,,,,,13.70%,,,,,,11.48%,,,,,,8.18%,,5435753,5356725,4713260,6191719,7.72%,5.30%,,,,,7.06%,,,,,,7.01%,,,,,,4.65%,,,,,,7.67%,,2100291,2070938,1831936,2381078,7.72%,5.30%,,,,,6.86%,,,,,,6.84%,,,,,,4.46%,,,,,,7.67%,
9,781017,778259,678014,911482,6.61%,4.21%,,,,,5.48%,,,,,,5.39%,,,,,,3.11%,,,,,,6.63%,,434166,433335,380000,503536,6.61%,4.21%,,,,,6.63%,,,,,,6.64%,,,,,,4.23%,,,,,,6.63%,,1003136,996122,903863,1116304,8.62%,6.18%,,,,,13.49%,,,,,,13.32%,,,,,,10.94%,,,,,,8.33%,,481505,478138,433854,535826,8.62%,6.18%,,,,,13.49%,,,,,,13.32%,,,,,,10.94%,,,,,,8.33%,,5755723,5713138,4939026,6646472,7.42%,5.01%,,,,,5.84%,,,,,,5.52%,,,,,,3.46%,,,,,,7.06%,,2239488,2223671,1936144,2570338,7.42%,5.01%,,,,,6.60%,,,,,,6.27%,,,,,,4.20%,,,,,,7.06%,
10,826559,825944,698459,972122,6.80%,4.40%,,,,,5.60%,,,,,,5.40%,,,,,,3.23%,,,,,,6.86%,,459421,460110,390565,532600,6.80%,4.40%,,,,,5.60%,,,,,,5.40%,,,,,,3.23%,,,,,,6.86%,,1089460,1081439,973876,1222158,8.63%,6.18%,,,,,8.63%,,,,,,8.94%,,,,,,6.18%,,,,,,8.94%,,522941,519090,467460,586636,8.63%,6.18%,,,,,8.63%,,,,,,8.94%,,,,,,6.18%,,,,,,8.94%,,6021008,5972917,5183476,6953978,7.62%,5.20%,,,,,4.64%,,,,,,4.69%,,,,,,2.29%,,,,,,7.74%,,2312001,2294138,2000917,2658533,7.62%,5.20%,,,,,3.25%,,,,,,3.36%,,,,,,0.93%,,,,,,7.74%,
