Year,CurrentMean,FutureMean,CurrentMedian,CurrentP10,CurrentP90,YoYNomWithW,YoYRealWithW,YoYInvNom,YoYInvReal
1,5980317,6159727,5962821,5726379,6234992,4.05%,1.02%,6.49%,3.39%
2,6216122,6594684,6196516,5818091,6686883,7.04%,3.93%,7.16%,4.04%
3,6529263,7086213,6524629,6045167,7048379,7.46%,5.04%,7.51%,5.10%
4,6821462,7573614,6801862,6318365,7354082,6.89%,4.49%,6.93%,4.53%
5,7114507,8080648,7112090,6436789,7753644,6.66%,4.26%,6.69%,4.29%
6,7441320,8646233,7369900,6683741,8391272,6.99%,4.59%,7.02%,4.61%
7,7816648,9291229,7701089,6999139,9022236,7.47%,5.05%,7.49%,5.07%
8,8241226,10021208,8150774,7273830,9427876,7.87%,5.44%,7.85%,5.43%
9,8661449,10774433,8554986,7570095,9922447,7.48%,5.06%,7.43%,5.02%
10,9115475,11600023,8974984,7765284,10513417,7.66%,5.24%,7.61%,5.19%
11,9595110,12503438,9553122,8294247,10956189,7.81%,5.28%,7.79%,5.27%
12,10040624,13398005,9999202,8583054,11497065,7.19%,4.68%,7.12%,4.61%
13,10582765,14460341,10618973,9053443,12166650,7.96%,5.43%,7.84%,5.31%
14,11081338,15504993,11027969,9270449,12961026,7.26%,4.75%,7.19%,4.67%
15,11636975,16673218,11622263,9796826,13368463,7.50%,4.98%,7.45%,4.93%
16,12119921,17781937,12012507,10298258,13926858,6.62%,4.12%,6.51%,4.01%
17,12691240,19067041,12676011,10569494,14607031,7.23%,4.71%,7.04%,4.53%
18,13284491,20437327,13334994,10973586,15422859,7.15%,4.64%,7.01%,4.50%
19,13918028,21925870,13896902,11283514,16004107,7.17%,4.66%,7.02%,4.51%
20,14501669,23393600,14309262,11897512,17495562,6.66%,4.16%,6.35%,3.86%
21,15255454,25150992,14932754,12467960,18686299,7.48%,5.17%,7.18%,4.88%
22,15980978,26926769,15645480,12837466,19652136,6.99%,4.69%,6.73%,4.44%
23,16853902,29022328,16319781,13519323,20524586,7.73%,5.41%,7.42%,5.10%
24,17773984,31280052,17118736,14056367,21884899,7.76%,5.44%,7.53%,5.22%
25,18734801,33696334,18101991,14737049,23452944,7.67%,5.36%,7.39%,5.08%
26,19797806,36391632,19154042,15548566,24804467,7.92%,5.60%,7.58%,5.26%
27,20791144,39058336,20459648,16625606,26001844,7.37%,5.06%,7.16%,4.86%
28,21885574,42018853,21498866,17349190,28023328,7.58%,5.26%,7.26%,4.95%
29,22909588,44952561,22393325,18209352,29061955,6.95%,4.65%,6.63%,4.34%
30,23804399,47735917,23451060,18393672,29833746,6.19%,3.90%,6.97%,4.67%
31,25083515,51407602,24692935,19321101,31641333,7.70%,5.39%,7.42%,5.11%
32,26246482,54974457,25389550,20350283,33812900,6.86%,4.56%,6.53%,4.24%
33,27558601,58992649,26766260,21555452,34916038,7.31%,5.00%,7.02%,4.72%
34,28956016,63347640,27812423,22546998,37498025,7.56%,5.24%,7.25%,4.94%
35,30449981,68081568,29047070,23553543,39792481,7.29%,4.99%,7.04%,4.73%
36,31884711,72857776,30210214,24554943,41912023,7.16%,4.85%,6.89%,4.59%
37,33328314,77831905,32115466,25451156,43503975,6.89%,4.59%,6.64%,4.35%
38,35047976,83648499,33655166,26525535,46032000,7.57%,5.25%,7.25%,4.94%
39,36830072,89835642,35042702,27785421,46940056,7.42%,5.11%,7.17%,4.87%
40,38676209,96414178,36685109,28849807,49898358,7.32%,5.01%,7.16%,4.85%
41,40463301,103088259,38391681,29481649,53315425,6.83%,4.53%,6.58%,4.29%
42,42536684,110754768,40847736,31177832,56851632,7.44%,5.13%,7.20%,4.90%
43,44800686,119215947,43427345,32575448,61563922,7.43%,5.12%,7.18%,4.87%
44,47119911,128145999,46594125,34122629,63070319,7.55%,5.23%,7.29%,4.98%
45,49457707,137462888,48755979,35559826,65687554,7.46%,5.14%,7.29%,4.98%
46,51938484,147533841,51722487,37877165,68836232,7.41%,5.09%,7.16%,4.85%
47,54445671,158058055,53713091,39802057,73316198,7.14%,4.83%,6.95%,4.64%
48,57102160,169416889,55203536,41784157,76565041,7.11%,4.80%,6.93%,4.63%
49,60077923,182167113,58498056,44871551,79455526,7.69%,5.37%,7.54%,5.22%
